,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
461,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1631-aspiria-barranco-lima-lima-grupo-t&c,ASPIRIA,-12.139487578321152,-77.01943345939085,Av. El Sol Este 530,Barranco,En construcción,"31 de Julio, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Parrillas']",flat,TIPO 3,Pisos: Entre 2 al 18,4,83.96 m2,"S/ 652,791"
4720,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2745-salaverry-2431-san-isidro-lima-lima-v&v-grupo-inmobiliario,SALAVERRY 2431,-12.0901573,-77.05153899999999,Av. Salaverry 2431,San Isidro,En construcción,"31 de Mayo, 2026",Financiamiento Propio,"['Gimnasio', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,Tipo X05,Pisos: Entre 2 al 21,1,41.00 m2,"S/ 382,000"
2952,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3274-magnolia-magdalena-del-mar-lima-lima-abril-grupo-inmobiliario,Magnolia,-12.0916325,-77.0561863,Jr.Flora Tristán 485,Magdalena Del Mar,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Areas verdes', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,MAG-X03A,Pisos: 2 y 3,3,77.80 m2,"S/ 772,394"
4508,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2951-pardo-coast-miraflores-lima-lima-grupo-t&c,PARDO COAST,-12.1187408,-77.03913039999999,av jose pardo 1010,Miraflores,En construcción,"31 de Julio, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 2,Pisos: Entre 3 al 22,2,66.26 m2,"S/ 652,937"
833,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3002-tizon-y-bueno-jesus-maria-lima-lima-grupo-cygnus,Tizón y Bueno,-12.0766505,-77.0540724,Tizon Y Bueno 160,Jesus Maria,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,Tipo 2,Pisos: Entre 2 al 16,3,74.63 m2,"S/ 510,720"
1772,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1816-central-home-cercado-de-lima-lima-lima-casa-bonita,Central Home,-12.0736234,-77.034891,Av Petit Thouars 951,Cercado de lima,Entrega inmediata,"31 de Diciembre, 2022","Banco BANBIF, Banco BCP, BBVA, Banco de Comercio, Banco Pichincha, Banco GNB, Banco Interbank, Banco Scotiabank","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Zona de Parrillas']",flat,Tipo 3,Piso: 13,2,63.50 m2,"S/ 431,900"
3499,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria,Urban Tower 3,-12.0675196,-77.0708145,Avenida Mariano Cornejo 1824,Cercado de lima,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,G,Piso: 22,2,52.50 m2,"S/ 350,189"
123,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2370-samay-santiago-de-surco-lima-lima-paqari-inmobiliaria,Samay,-12.155204766412842,-77.01627910137177,Av. Gral. Edmundo Aguilar Pastor 407,Santiago De Surco,En planos,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 2 A,Pisos: Entre 4 al 12,3,71.40 m2,"S/ 404,267"
5304,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3215-urban-heights-miraflores-lima-lima-edifica,Urban Heights,-12.1289342,-77.0225608,Avenida Paseo De La Republica 6143,Miraflores,En planos,"01 de Junio, 2026",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,B4,Pisos: Entre 5 al 20,1,62.80 m2,"S/ 580,921"
1366,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2990-friendz-2-chorrillos-lima-lima-hl-desarrollos-inmobiliarios,Friendz 2,-12.175152772790474,-77.00200867335236,Jr. Andromeda Mz J Lote 3,Chorrillos,En construcción,"31 de Mayo, 2025",Banco Pichincha,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 1F,Piso: 1,2,47.07 m2,"S/ 246,840"
535,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova,HELIO SANTA BEATRIZ,-12.0759378,-77.0299687,Enrique Villar 830 Cercado de Lima.,Cercado de lima,En construcción,"01 de Octubre, 2026",Banco Interbank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,X04,Pisos: Entre 4 al 19,2,43.46 m2,"S/ 297,518"
5278,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3258-albamar-oasis-surquillo-lima-lima-albamar-grupo-inmobiliario,Albamar | Oasis,-12.1025042,-77.0217445,"Av. Andres Aramburú 866, Surquillo",Surquillo,En planos,"31 de Agosto, 2026",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 7,Pisos: Entre 5 al 22,2,59.26 m2,"S/ 411,600"
5578,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,303,Piso: 3,3,67.68 m2,"S/ 376,639"
4350,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3197-luzzo-family-homes-cerro-colorado-arequipa-arequipa-anden,LUZZO Family Homes,-16.3702875,-71.5564844,"JCHV+VCJ, Arequipa 04017",Cerro Colorado,En planos,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,T12,Piso: 10,3,132.71 m2,"$ 159,843"
4811,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3327-colon-524-miraflores-lima-lima-constructora-magnifica,Colón 524,-12.1282973,-77.031466,Colón 524,Miraflores,En construcción,"31 de Diciembre, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Otros']",flat,TIPO Y02,"Pisos: 4, 6, 8",3,103.90 m2,"$ 287,200"
2339,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3057-arrieta-271-barranco-lima-lima-libre-inmobiliaria,ARRIETA 271,-12.1373284,-77.0210531,Carlos Arrieta 271 Barranco,Barranco,En planos,"31 de Julio, 2025",Otros,"['Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Lobby', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,X03,Piso: 6,2,55.17 m2,"$ 142,222"
4899,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1991-esencial-lince-lima-lima-alerces-inmobiliaria,Esencial,-12.0881635,-77.0465631,Av César Vallejo 1445,Lince,Entrega inmediata,"01 de Enero, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",duplex,Departamento 2002,Piso: 20,1,110.78 m2,"S/ 842,000"
1828,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2647-alameda-central-condominio-cercado-de-lima-lima-lima-besco,Alameda Central Condominio,-12.0475328,-77.0566513,"Av. Oscar R. Benavides 1140 (Ex Av. Colonial), esquina con Jr. Gaspar Hernandez, Cercado de Lima",Cercado de lima,En construcción,"28 de Febrero, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cancha de Fulbito', 'Club House', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TORRE 3-1er Piso-TIPO 2,Piso: 1,2,65.05 m2,"S/ 327,096"
4012,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2490-sonhos-miraflores-lima-lima-inarco,SONHOS,-12.1139411,-77.0296642,"Av. Arequipa 4821, Miraflores",Miraflores,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 1405,Piso: 14,1,76.32 m2,"S/ 660,000"
3100,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2607-edificio-orizzon-2-magdalena-del-mar-lima-lima-vitain,Edificio Orizzon 2,-12.0949213,-77.0682432,Jirón Daniel Carrión 110,Magdalena Del Mar,En construcción,"30 de Septiembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Zona de Parrillas', 'Otros']",duplex,1103,Piso: 11,3,146.43 m2,"S/ 986,000"
948,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2973-ecovento-san-miguel-lima-lima-ecohabitat-desarrollo-inmobiliario,ECOVENTO,-12.091312846459422,-77.08235788596275,Av. Alfonso Ugarte 119 - 125,San Miguel,En construcción,"30 de Noviembre, 2024",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Terraza']",flat,TIPO X05,Pisos: 5 y 6,2,56.24 m2,"S/ 340,000"
2840,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2244-astoria-jesus-maria-lima-lima-arteco,Astoria,-12.0714477473403,-77.03876676822587,Av. República de Chile 699,Jesus Maria,Entrega inmediata,"01 de Abril, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 3,"Pisos: 4, 5, 7",3,66.95 m2,"S/ 556,000"
1069,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-verah-condominio-etapa-3-santiago-de-surco-lima-lima-akamai,Verah Condominio - Etapa 3,-12.143767024768092,-77.01270103209563,Jr. Peña Rivera 400 cruce con Jr. Diego Ferré,Santiago De Surco,En planos,"31 de Agosto, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,EDIF 9 - X03,"Pisos: 4, 6, 7",3,73.10 m2,"S/ 351,000"
4068,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO G',Pisos: Entre 3 al 10,2,62.50 m2,"S/ 445,625"
4667,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,PASEO DE LA ARBOLEDA 4,-12.14157370047621,-77.01076472165404,jr combate de angamos 542,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,J-SS01,Piso:,2,69.00 m2,"S/ 413,000"
509,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2847-zendai-la-victoria-lima-lima-grupo-lar,ZENDAI,-12.0819166,-77.0120994,Jiron Francisco Graña 153,La Victoria,En construcción,"31 de Diciembre, 2025",Banco BANBIF,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Terraza', 'Otros']",flat,3D+E,Pisos: Entre 2 al 15,3,80.24 m2,"S/ 530,500"
3341,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2299-stay-jesus-maria-lima-lima-casaideal-inmobiliaria,STAY,-12.083124638547416,-77.05339550367809,"Av. San Felipe 537-539, Jesús María",Jesus Maria,En construcción,"30 de Noviembre, 2024",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Flat Típico 01,"Pisos: 6, 7, 8",3,65.56 m2,"S/ 583,200"
6375,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3330-beside-santiago-de-surco-lima-lima-redbay-inmobiliaria,BESIDE,-12.099292042817616,-76.9707952769574,"Av. El Polo 828, Santiago de Surco",Santiago De Surco,En planos,"30 de Julio, 2026",BBVA,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X08,Pisos: Entre 3 al 16,1,37.95 m2,"S/ 385,900"
1280,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2029-principal-775-surquillo-lima-lima-real-inmobiliaria,Principal 775,-12.118654526927015,-77.00478384477641,Av. Principal 775,Surquillo,Entrega inmediata,"31 de Agosto, 2023",BBVA,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 6,"Pisos: 6, 7, 17",3,73.68 m2,"S/ 510,000"
2638,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3341-villarreal-337-miraflores-lima-lima-tale-inmobiliaria,VILLARREAL 337,-12.1121197,-77.0475957,FEDERICO VILLARREAL 337,Miraflores,En planos,"02 de Febrero, 2026",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X03,"Pisos: 6, 7, 8, 9",1,53.37 m2,"$ 126,000"
4224,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1402,Piso: 14,2,60.47 m2,"S/ 500,000"
2836,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3403-aliaga-442-magdalena-del-mar-lima-lima-vive-plm,ALIAGA 442,-12.0953729,-77.0593799,JUAN DE ALIAGA 442,Magdalena Del Mar,En planos,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T 16B,Piso: 17,3,78.03 m2,"S/ 643,028"
2323,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3400-flexi-ii-santiago-de-surco-lima-lima-central-inmobiliaria,FLEXI II,-12.1326983,-77.0119821,Guadalajara 243,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,['Lobby'],flat,101,Piso: 1,2,98.29 m2,"S/ 748,300"
465,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1631-aspiria-barranco-lima-lima-grupo-t&c,ASPIRIA,-12.139487578321152,-77.01943345939085,Av. El Sol Este 530,Barranco,En construcción,"31 de Julio, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Parrillas']",flat,TIPO 7,Pisos: Entre 2 al 14,2,41.75 m2,"S/ 377,026"
2016,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,-12.12620827016325,-76.98422297768116,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 1-B,Piso: 1,2,100.52 m2,"$ 190,106"
3654,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 96,Piso: 4,3,54.87 m2,"S/ 85,695"
6268,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2430-patria-barranco-lima-lima-invent,PATRIA,-12.1371605,-77.0198954,CARLOS ARRIETA 380,Barranco,En construcción,"31 de Diciembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 7,Piso: 1,1,79.37 m2,"S/ 765,630"
2469,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria,Park Prado,-12.090106399953376,-77.02012972487617,Av Javier Prado Este 1035,La Victoria,En construcción,"31 de Julio, 2026",BBVA,"['Gimnasio', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sauna', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X03,Piso: 20,3,73.29 m2,"S/ 561,142"
4187,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2964-look-surquillo-surquillo-lima-lima-mahpsa--corporacion-inmobiliaria,Look Surquillo,-12.1193131,-77.0189623,Av. Mariscal Cáceres 621,Surquillo,En construcción,"30 de Septiembre, 2024",Banco BCP,"['Lobby', 'Piscina', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,x06,Pisos: 2 y 3,1,39.91 m2,"S/ 302,768"
3247,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2583-top-818-surquillo-lima-lima-inhouse,TOP 818,-12.1191429,-77.00485929999999,Av principal 818,Surquillo,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,804,Piso: 8,2,47.72 m2,"S/ 369,300"
6141,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2671-sq-work-living-apartments-surquillo-lima-lima-hl-desarrollos-inmobiliarios,SQ Work & Living Apartments,-12.106244009248115,-77.02674078915153,Av. Paseo de la República 4117,Surquillo,En construcción,"31 de Marzo, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 8A,Piso: 6,3,78.54 m2,"S/ 617,760"
1287,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2893-campo-marte-jesus-maria-lima-lima-flat,CAMPO MARTE,-12.0665991,-77.0442315,Jr. Mogaburos 216 Esquina con Arnaldo Marquez,Jesus Maria,En planos,"30 de Noviembre, 2025",Banco Interbank,"['Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,TIPO 4,Pisos: Entre 6 al 17,2,55.99 m2,"S/ 390,000"
6243,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3293-proximo-la-molina-lima-lima-vivans-inmobiliaria,Próximo,-12.071174965719106,-76.95369247592815,"Calle Antibes 125, cruce con Los Jilgueros, La Molina.",La Molina,En planos,"31 de Julio, 2025",Banco BCP,"['Lobby', 'Otros']",duplex,TIPO B,Piso: 6,3,134.05 m2,"S/ 887,200"
6151,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1695-audacity-la-victoria-lima-lima-senda,AUDACITY,-12.088649467439891,-77.01097353081529,Javier Prado Este No. 1501,La Victoria,Entrega inmediata,"31 de Mayo, 2023",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 5,"Pisos: 3, 6, 9",3,77.34 m2,"S/ 620,300"
5809,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2570-henko-miraflores-lima-lima-inarco,HENKO,-12.1294641,-77.0258832,"Ca. Grimaldo Del Solar 701, esquina Ca. Manco Capac",Miraflores,En construcción,"15 de Marzo, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,101,Piso: 1,2,95.56 m2,"S/ 1,080,000"
1719,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3256-dolce-mare-chorrillos-lima-lima-la-muralla,DOLCE MARE,-12.1637028,-77.0231084,"Av. Bajada de Agua Dulce 131, chorrillos",Chorrillos,En planos,"30 de Abril, 2026",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,5,Pisos: Entre 2 al 8,2,61.73 m2,"S/ 312,508"
4360,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2661-palm-living-san-isidro-lima-lima-grupo-t&c,PALM LIVING,-12.0927056,-77.0385929,Calle las Palmeras 291-San Isidro,San Isidro,En construcción,"31 de Octubre, 2026",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Otros']",flat,TIPO 2,Pisos: Entre 3 al 16,2,71.60 m2,"S/ 620,034"
554,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3203-condominio-villalegre-santiago-de-surco-lima-lima-la-venturosa,Condominio Villalegre,-12.1641991,-76.9895228,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),Santiago De Surco,En planos,"31 de Mayo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Sala de usos Múltiples', 'Video vigilancia', 'Otros']",flat,TIPO - 1A,Pisos: Entre 2 al 11,2,71.88 m2,"S/ 317,335"
1915,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,"SAU-A-703,1303,1903,2503",Pisos: 13 y 25,3,75.87 m2,"S/ 555,301"
3520,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2998-preminenza-san-isidro-lima-lima-urbana-per%C3%BA,Preminenza,-12.092518,-77.0364625,Avenida Javier Prado Oeste 430 - 470,San Isidro,En planos,"30 de Julio, 2026",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X11,Pisos: Entre 2 al 16,2,54.72 m2,"S/ 491,558"
4727,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2745-salaverry-2431-san-isidro-lima-lima-v&v-grupo-inmobiliario,SALAVERRY 2431,-12.0901573,-77.05153899999999,Av. Salaverry 2431,San Isidro,En construcción,"31 de Mayo, 2026",Financiamiento Propio,"['Gimnasio', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,Tipo X01,Pisos: Entre 4 al 28,3,82.55 m2,"S/ 765,000"
4955,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2958-aura-apartments-san-miguel-lima-lima-casa-bonita,Aura Apartments,-12.0777991,-77.09675759999999,Av. Los Patriotas 319,San Miguel,En planos,"01 de Febrero, 2026",Banco BANBIF,"['Área de juegos para niños', 'Lobby', 'Sala Bar', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,3B,"Pisos: 18, 19, 20",2,56.48 m2,"S/ 344,500"
440,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3194-arequipa-avenue-4015-miraflores-lima-lima-grupo-edifikarte,AREQUIPA AVENUE 4015,-12.1058737,-77.030991,Av. Arequipa 4015,Miraflores,En planos,"31 de Diciembre, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO X06-A,Pisos: Entre 3 al 10,3,87.69 m2,"S/ 718,181"
333,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1561-ambar-jesus-maria-lima-lima-marte,Ambar,-12.0813709,-77.0587166,Avenida Brasil 2363,Jesus Maria,En construcción,"30 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 2,Pisos: Entre 3 al 21,3,82.00 m2,"S/ 609,526"
